"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	Population
	"2000"	"2000"	"Maine"	"23"	1277072
	"2000"	"2000"	"Maryland"	"24"	5311034
	"2000"	"2000"	"Massachusetts"	"25"	6361104
	"2000"	"2000"	"Michigan"	"26"	9952450
	"2000"	"2000"	"Minnesota"	"27"	4933692
	"2000"	"2000"	"Mississippi"	"28"	2848353
	"2000"	"2000"	"Missouri"	"29"	5607285
	"2000"	"2000"	"Montana"	"30"	903773
	"2000"	"2000"	"Nebraska"	"31"	1713820
	"2000"	"2000"	"Nevada"	"32"	2018741
	"2000"	"2000"	"New Hampshire"	"33"	1239882
	"2000"	"2000"	"New Jersey"	"34"	8430621
	"2000"	"2000"	"New Mexico"	"35"	1821204
	"2000"	"2000"	"New York"	"36"	19001780
	"2000"	"2000"	"North Carolina"	"37"	8081614
	"2000"	"2000"	"North Dakota"	"38"	642023
	"2000"	"2000"	"Ohio"	"39"	11363543
	"2000"	"2000"	"Oklahoma"	"40"	3454365
	"2000"	"2000"	"Oregon"	"41"	3429708
	"2000"	"2000"	"Pennsylvania"	"42"	12284173
	"2000"	"2000"	"Rhode Island"	"44"	1050268
	"2000"	"2000"	"South Carolina"	"45"	4024223
	"2000"	"2000"	"South Dakota"	"46"	755844
	"2000"	"2000"	"Tennessee"	"47"	5703719
	"2000"	"2000"	"Texas"	"48"	20944499
	"2000"	"2000"	"Utah"	"49"	2244502
	"2000"	"2000"	"Vermont"	"50"	609618
	"2000"	"2000"	"Virginia"	"51"	7105817
	"2000"	"2000"	"Washington"	"53"	5910512
	"2000"	"2000"	"West Virginia"	"54"	1807021
	"2000"	"2000"	"Wisconsin"	"55"	5373999
	"2000"	"2000"	"Wyoming"	"56"	494300
	"2001"	"2001"	"Alabama"	"01"	4467634
	"2001"	"2001"	"Alaska"	"02"	633714
	"2001"	"2001"	"Arizona"	"04"	5273477
	"2001"	"2001"	"Arkansas"	"05"	2691571
	"2001"	"2001"	"California"	"06"	34479458
	"2001"	"2001"	"Colorado"	"08"	4425687
	"2001"	"2001"	"Connecticut"	"09"	3432835
	"2001"	"2001"	"Delaware"	"10"	795699
	"2001"	"2001"	"District of Columbia"	"11"	574504
	"2001"	"2001"	"Florida"	"12"	16356966
	"2001"	"2001"	"Georgia"	"13"	8377038
	"2001"	"2001"	"Hawaii"	"15"	1225948
	"2001"	"2001"	"Idaho"	"16"	1319962
	"2001"	"2001"	"Illinois"	"17"	12488445
	"2001"	"2001"	"Indiana"	"18"	6127760
	"2001"	"2001"	"Iowa"	"19"	2931997
	"2001"	"2001"	"Kansas"	"20"	2702162
	"2001"	"2001"	"Kentucky"	"21"	4068132
	"2001"	"2001"	"Louisiana"	"22"	4477875
	"2001"	"2001"	"Maine"	"23"	1285692
	"2001"	"2001"	"Maryland"	"24"	5374691
	"2001"	"2001"	"Massachusetts"	"25"	6397634
	"2001"	"2001"	"Michigan"	"26"	9991120
	"2001"	"2001"	"Minnesota"	"27"	4982796
	"2001"	"2001"	"Mississippi"	"28"	2852994
	"2001"	"2001"	"Missouri"	"29"	5641142
	"2001"	"2001"	"Montana"	"30"	906961
	"2001"	"2001"	"Nebraska"	"31"	1719836
	"2001"	"2001"	"Nevada"	"32"	2098399
	"2001"	"2001"	"New Hampshire"	"33"	1255517
	"2001"	"2001"	"New Jersey"	"34"	8492671
	"2001"	"2001"	"New Mexico"	"35"	1831690
	"2001"	"2001"	"New York"	"36"	19082838
	"2001"	"2001"	"North Carolina"	"37"	8210122
	"2001"	"2001"	"North Dakota"	"38"	639062
	"2001"	"2001"	"Ohio"	"39"	11387404
	"2001"	"2001"	"Oklahoma"	"40"	3467100
	"2001"	"2001"	"Oregon"	"41"	3467937
	"2001"	"2001"	"Pennsylvania"	"42"	12298970
	"2001"	"2001"	"Rhode Island"	"44"	1057142
	"2001"	"2001"	"South Carolina"	"45"	4064995
	"2001"	"2001"	"South Dakota"	"46"	757972
	"2001"	"2001"	"Tennessee"	"47"	5750789
	"2001"	"2001"	"Texas"	"48"	21319622
	"2001"	"2001"	"Utah"	"49"	2283715
	"2001"	"2001"	"Vermont"	"50"	612223
	"2001"	"2001"	"Virginia"	"51"	7198362
	"2001"	"2001"	"Washington"	"53"	5985722
	"2001"	"2001"	"West Virginia"	"54"	1801481
	"2001"	"2001"	"Wisconsin"	"55"	5406835
	"2001"	"2001"	"Wyoming"	"56"	494657
	"2002"	"2002"	"Alabama"	"01"	4480089
	"2002"	"2002"	"Alaska"	"02"	642337
	"2002"	"2002"	"Arizona"	"04"	5396255
	"2002"	"2002"	"Arkansas"	"05"	2705927
	"2002"	"2002"	"California"	"06"	34871843
	"2002"	"2002"	"Colorado"	"08"	4490406
	"2002"	"2002"	"Connecticut"	"09"	3458749
	"2002"	"2002"	"Delaware"	"10"	806169
	"2002"	"2002"	"District of Columbia"	"11"	573158
	"2002"	"2002"	"Florida"	"12"	16689370
	"2002"	"2002"	"Georgia"	"13"	8508256
	"2002"	"2002"	"Hawaii"	"15"	1239613
	"2002"	"2002"	"Idaho"	"16"	1340372
	"2002"	"2002"	"Illinois"	"17"	12525556
	"2002"	"2002"	"Indiana"	"18"	6155967
	"2002"	"2002"	"Iowa"	"19"	2934234
	"2002"	"2002"	"Kansas"	"20"	2713535
	"2002"	"2002"	"Kentucky"	"21"	4089875
	"2002"	"2002"	"Louisiana"	"22"	4497267
	"2002"	"2002"	"Maine"	"23"	1295960
	"2002"	"2002"	"Maryland"	"24"	5440389
	"2002"	"2002"	"Massachusetts"	"25"	6417206
	"2002"	"2002"	"Michigan"	"26"	10015710
	"2002"	"2002"	"Minnesota"	"27"	5018935
	"2002"	"2002"	"Mississippi"	"28"	2858681
	"2002"	"2002"	"Missouri"	"29"	5674825
	"2002"	"2002"	"Montana"	"30"	911667
	"2002"	"2002"	"Nebraska"	"31"	1728292
	"2002"	"2002"	"Nevada"	"32"	2173791
	"2002"	"2002"	"New Hampshire"	"33"	1269089
	"2002"	"2002"	"New Jersey"	"34"	8552643
	"2002"	"2002"	"New Mexico"	"35"	1855309
	"2002"	"2002"	"New York"	"36"	19137800
	"2002"	"2002"	"North Carolina"	"37"	8326201
	"2002"	"2002"	"North Dakota"	"38"	638168
	"2002"	"2002"	"Ohio"	"39"	11407889
	"2002"	"2002"	"Oklahoma"	"40"	3489080
	"2002"	"2002"	"Oregon"	"41"	3513424
	"2002"	"2002"	"Pennsylvania"	"42"	12331031
	"2002"	"2002"	"Rhode Island"	"44"	1065995
	"2002"	"2002"	"South Carolina"	"45"	4107795
	"2002"	"2002"	"South Dakota"	"46"	760020
	"2002"	"2002"	"Tennessee"	"47"	5795918
	"2002"	"2002"	"Texas"	"48"	21690325
	"2002"	"2002"	"Utah"	"49"	2324815
	"2002"	"2002"	"Vermont"	"50"	615442
	"2002"	"2002"	"Virginia"	"51"	7286873
	"2002"	"2002"	"Washington"	"53"	6052349
	"2002"	"2002"	"West Virginia"	"54"	1805414
	"2002"	"2002"	"Wisconsin"	"55"	5445162
	"2002"	"2002"	"Wyoming"	"56"	500017
	"2003"	"2003"	"Alabama"	"01"	4503491
	"2003"	"2003"	"Alaska"	"02"	648414
	"2003"	"2003"	"Arizona"	"04"	5510364
	"2003"	"2003"	"Arkansas"	"05"	2724816
	"2003"	"2003"	"California"	"06"	35253159
	"2003"	"2003"	"Colorado"	"08"	4528732
	"2003"	"2003"	"Connecticut"	"09"	3484336
	"2003"	"2003"	"Delaware"	"10"	818003
	"2003"	"2003"	"District of Columbia"	"11"	568502
	"2003"	"2003"	"Florida"	"12"	17004085
	"2003"	"2003"	"Georgia"	"13"	8622793
	"2003"	"2003"	"Hawaii"	"15"	1251154
	"2003"	"2003"	"Idaho"	"16"	1363380
	"2003"	"2003"	"Illinois"	"17"	12556006
	"2003"	"2003"	"Indiana"	"18"	6196638
	"2003"	"2003"	"Iowa"	"19"	2941999
	"2003"	"2003"	"Kansas"	"20"	2723004
	"2003"	"2003"	"Kentucky"	"21"	4117170
	"2003"	"2003"	"Louisiana"	"22"	4521042
	"2003"	"2003"	"Maine"	"23"	1306513
	"2003"	"2003"	"Maryland"	"24"	5496269
	"2003"	"2003"	"Massachusetts"	"25"	6422565
	"2003"	"2003"	"Michigan"	"26"	10041152
	"2003"	"2003"	"Minnesota"	"27"	5053572
	"2003"	"2003"	"Mississippi"	"28"	2868312
	"2003"	"2003"	"Missouri"	"29"	5709403
	"2003"	"2003"	"Montana"	"30"	919630
	"2003"	"2003"	"Nebraska"	"31"	1738643
	"2003"	"2003"	"Nevada"	"32"	2248850
	"2003"	"2003"	"New Hampshire"	"33"	1279840
	"2003"	"2003"	"New Jersey"	"34"	8601402
	"2003"	"2003"	"New Mexico"	"35"	1877574
	"2003"	"2003"	"New York"	"36"	19175939
	"2003"	"2003"	"North Carolina"	"37"	8422501
	"2003"	"2003"	"North Dakota"	"38"	638817
	"2003"	"2003"	"Ohio"	"39"	11434788
	"2003"	"2003"	"Oklahoma"	"40"	3504892
	"2003"	"2003"	"Oregon"	"41"	3547376
	"2003"	"2003"	"Pennsylvania"	"42"	12374658
	"2003"	"2003"	"Rhode Island"	"44"	1071342
	"2003"	"2003"	"South Carolina"	"45"	4150297
	"2003"	"2003"	"South Dakota"	"46"	763729
	"2003"	"2003"	"Tennessee"	"47"	5847812
	"2003"	"2003"	"Texas"	"48"	22030931
	"2003"	"2003"	"Utah"	"49"	2360137
	"2003"	"2003"	"Vermont"	"50"	617858
	"2003"	"2003"	"Virginia"	"51"	7366977
	"2003"	"2003"	"Washington"	"53"	6104115
	"2003"	"2003"	"West Virginia"	"54"	1812295
	"2003"	"2003"	"Wisconsin"	"55"	5479203
	"2003"	"2003"	"Wyoming"	"56"	503453
	"2004"	"2004"	"Alabama"	"01"	4530729
	"2004"	"2004"	"Alaska"	"02"	659286
	"2004"	"2004"	"Arizona"	"04"	5652404
	"2004"	"2004"	"Arkansas"	"05"	2749686
	"2004"	"2004"	"California"	"06"	35574576
	"2004"	"2004"	"Colorado"	"08"	4575013
	"2004"	"2004"	"Connecticut"	"09"	3496094
	"2004"	"2004"	"Delaware"	"10"	830803
	"2004"	"2004"	"District of Columbia"	"11"	567754
	"2004"	"2004"	"Florida"	"12"	17415318
	"2004"	"2004"	"Georgia"	"13"	8769252
	"2004"	"2004"	"Hawaii"	"15"	1273569
	"2004"	"2004"	"Idaho"	"16"	1391802
	"2004"	"2004"	"Illinois"	"17"	12589773
	"2004"	"2004"	"Indiana"	"18"	6233007
	"2004"	"2004"	"Iowa"	"19"	2953635
	"2004"	"2004"	"Kansas"	"20"	2734373
	"2004"	"2004"	"Kentucky"	"21"	4146101
	"2004"	"2004"	"Louisiana"	"22"	4552238
	"2004"	"2004"	"Maine"	"23"	1313688
	"2004"	"2004"	"Maryland"	"24"	5546935
	"2004"	"2004"	"Massachusetts"	"25"	6412281
	"2004"	"2004"	"Michigan"	"26"	10055315
	"2004"	"2004"	"Minnesota"	"27"	5087713
	"2004"	"2004"	"Mississippi"	"28"	2889010
	"2004"	"2004"	"Missouri"	"29"	5747741
	"2004"	"2004"	"Montana"	"30"	930009
	"2004"	"2004"	"Nebraska"	"31"	1749370
	"2004"	"2004"	"Nevada"	"32"	2346222
	"2004"	"2004"	"New Hampshire"	"33"	1290121
	"2004"	"2004"	"New Jersey"	"34"	8634561
	"2004"	"2004"	"New Mexico"	"35"	1903808
	"2004"	"2004"	"New York"	"36"	19171567
	"2004"	"2004"	"North Carolina"	"37"	8553152
	"2004"	"2004"	"North Dakota"	"38"	644705
	"2004"	"2004"	"Ohio"	"39"	11452251
	"2004"	"2004"	"Oklahoma"	"40"	3525233
	"2004"	"2004"	"Oregon"	"41"	3569463
	"2004"	"2004"	"Pennsylvania"	"42"	12410722
	"2004"	"2004"	"Rhode Island"	"44"	1074579
	"2004"	"2004"	"South Carolina"	"45"	4210921
	"2004"	"2004"	"South Dakota"	"46"	770396
	"2004"	"2004"	"Tennessee"	"47"	5910809
	"2004"	"2004"	"Texas"	"48"	22394023
	"2004"	"2004"	"Utah"	"49"	2401580
	"2004"	"2004"	"Vermont"	"50"	619920
	"2004"	"2004"	"Virginia"	"51"	7475575
	"2004"	"2004"	"Washington"	"53"	6178645
	"2004"	"2004"	"West Virginia"	"54"	1816438
	"2004"	"2004"	"Wisconsin"	"55"	5514026
	"2004"	"2004"	"Wyoming"	"56"	509106
	"2005"	"2005"	"Alabama"	"01"	4569805
	"2005"	"2005"	"Alaska"	"02"	666946
	"2005"	"2005"	"Arizona"	"04"	5839077
	"2005"	"2005"	"Arkansas"	"05"	2781097
	"2005"	"2005"	"California"	"06"	35827943
	"2005"	"2005"	"Colorado"	"08"	4631888
	"2005"	"2005"	"Connecticut"	"09"	3506956
	"2005"	"2005"	"Delaware"	"10"	845150
	"2005"	"2005"	"District of Columbia"	"11"	567136
	"2005"	"2005"	"Florida"	"12"	17842038
	"2005"	"2005"	"Georgia"	"13"	8925922
	"2005"	"2005"	"Hawaii"	"15"	1292729
	"2005"	"2005"	"Idaho"	"16"	1428241
	"2005"	"2005"	"Illinois"	"17"	12609903
	"2005"	"2005"	"Indiana"	"18"	6278616
	"2005"	"2005"	"Iowa"	"19"	2964454
	"2005"	"2005"	"Kansas"	"20"	2745299
	"2005"	"2005"	"Kentucky"	"21"	4182742
	"2005"	"2005"	"Louisiana"	"22"	4576628
	"2005"	"2005"	"Maine"	"23"	1318787
	"2005"	"2005"	"Maryland"	"24"	5592379
	"2005"	"2005"	"Massachusetts"	"25"	6403290
	"2005"	"2005"	"Michigan"	"26"	10051137
	"2005"	"2005"	"Minnesota"	"27"	5119598
	"2005"	"2005"	"Mississippi"	"28"	2905943
	"2005"	"2005"	"Missouri"	"29"	5790300
	"2005"	"2005"	"Montana"	"30"	940102
	"2005"	"2005"	"Nebraska"	"31"	1761497
	"2005"	"2005"	"Nevada"	"32"	2432143
	"2005"	"2005"	"New Hampshire"	"33"	1298492
	"2005"	"2005"	"New Jersey"	"34"	8651974
	"2005"	"2005"	"New Mexico"	"35"	1932274
	"2005"	"2005"	"New York"	"36"	19132610
	"2005"	"2005"	"North Carolina"	"37"	8705407
	"2005"	"2005"	"North Dakota"	"38"	646089
	"2005"	"2005"	"Ohio"	"39"	11463320
	"2005"	"2005"	"Oklahoma"	"40"	3548597
	"2005"	"2005"	"Oregon"	"41"	3613202
	"2005"	"2005"	"Pennsylvania"	"42"	12449990
	"2005"	"2005"	"Rhode Island"	"44"	1067916
	"2005"	"2005"	"South Carolina"	"45"	4270150
	"2005"	"2005"	"South Dakota"	"46"	775493
	"2005"	"2005"	"Tennessee"	"47"	5991057
	"2005"	"2005"	"Texas"	"48"	22778123
	"2005"	"2005"	"Utah"	"49"	2457719
	"2005"	"2005"	"Vermont"	"50"	621215
	"2005"	"2005"	"Virginia"	"51"	7577105
	"2005"	"2005"	"Washington"	"53"	6257305
	"2005"	"2005"	"West Virginia"	"54"	1820492
	"2005"	"2005"	"Wisconsin"	"55"	5546166
	"2005"	"2005"	"Wyoming"	"56"	514157
	"2006"	"2006"	"Alabama"	"01"	4628981
	"2006"	"2006"	"Alaska"	"02"	675302
	"2006"	"2006"	"Arizona"	"04"	6029141
	"2006"	"2006"	"Arkansas"	"05"	2821761
	"2006"	"2006"	"California"	"06"	36021202
	"2006"	"2006"	"Colorado"	"08"	4720423
	"2006"	"2006"	"Connecticut"	"09"	3517460
	"2006"	"2006"	"Delaware"	"10"	859268
	"2006"	"2006"	"District of Columbia"	"11"	570681
	"2006"	"2006"	"Florida"	"12"	18166990
	"2006"	"2006"	"Georgia"	"13"	9155813
	"2006"	"2006"	"Hawaii"	"15"	1309731
	"2006"	"2006"	"Idaho"	"16"	1468669
	"2006"	"2006"	"Illinois"	"17"	12643955
	"2006"	"2006"	"Indiana"	"18"	6332669
	"2006"	"2006"	"Iowa"	"19"	2982644
	"2006"	"2006"	"Kansas"	"20"	2762931
	"2006"	"2006"	"Kentucky"	"21"	4219239
	"2006"	"2006"	"Louisiana"	"22"	4302665
	"2006"	"2006"	"Maine"	"23"	1323619
	"2006"	"2006"	"Maryland"	"24"	5627367
	"2006"	"2006"	"Massachusetts"	"25"	6410084
	"2006"	"2006"	"Michigan"	"26"	10036081
	"2006"	"2006"	"Minnesota"	"27"	5163555
	"2006"	"2006"	"Mississippi"	"28"	2904978
	"2006"	"2006"	"Missouri"	"29"	5842704
	"2006"	"2006"	"Montana"	"30"	952692
	"2006"	"2006"	"Nebraska"	"31"	1772693
	"2006"	"2006"	"Nevada"	"32"	2522658
	"2006"	"2006"	"New Hampshire"	"33"	1308389
	"2006"	"2006"	"New Jersey"	"34"	8661679
	"2006"	"2006"	"New Mexico"	"35"	1962137
	"2006"	"2006"	"New York"	"36"	19104631
	"2006"	"2006"	"North Carolina"	"37"	8917270
	"2006"	"2006"	"North Dakota"	"38"	649422
	"2006"	"2006"	"Ohio"	"39"	11481213
	"2006"	"2006"	"Oklahoma"	"40"	3594090
	"2006"	"2006"	"Oregon"	"41"	3670883
	"2006"	"2006"	"Pennsylvania"	"42"	12510809
	"2006"	"2006"	"Rhode Island"	"44"	1063096
	"2006"	"2006"	"South Carolina"	"45"	4357847
	"2006"	"2006"	"South Dakota"	"46"	783033
	"2006"	"2006"	"Tennessee"	"47"	6088766
	"2006"	"2006"	"Texas"	"48"	23359580
	"2006"	"2006"	"Utah"	"49"	2525507
	"2006"	"2006"	"Vermont"	"50"	622892
	"2006"	"2006"	"Virginia"	"51"	7673725
	"2006"	"2006"	"Washington"	"53"	6370753
	"2006"	"2006"	"West Virginia"	"54"	1827912
	"2006"	"2006"	"Wisconsin"	"55"	5577655
	"2006"	"2006"	"Wyoming"	"56"	522667
	"2007"	"2007"	"Alabama"	"01"	4672840
	"2007"	"2007"	"Alaska"	"02"	680300
	"2007"	"2007"	"Arizona"	"04"	6167681
	"2007"	"2007"	"Arkansas"	"05"	2848650
	"2007"	"2007"	"California"	"06"	36250311
	"2007"	"2007"	"Colorado"	"08"	4803868
	"2007"	"2007"	"Connecticut"	"09"	3527270
	"2007"	"2007"	"Delaware"	"10"	871749
	"2007"	"2007"	"District of Columbia"	"11"	574404
	"2007"	"2007"	"Florida"	"12"	18367842
	"2007"	"2007"	"Georgia"	"13"	9349988
	"2007"	"2007"	"Hawaii"	"15"	1315675
	"2007"	"2007"	"Idaho"	"16"	1505105
	"2007"	"2007"	"Illinois"	"17"	12695866
	"2007"	"2007"	"Indiana"	"18"	6379599
	"2007"	"2007"	"Iowa"	"19"	2999212
	"2007"	"2007"	"Kansas"	"20"	2783785
	"2007"	"2007"	"Kentucky"	"21"	4256672
	"2007"	"2007"	"Louisiana"	"22"	4375581
	"2007"	"2007"	"Maine"	"23"	1327040
	"2007"	"2007"	"Maryland"	"24"	5653408
	"2007"	"2007"	"Massachusetts"	"25"	6431559
	"2007"	"2007"	"Michigan"	"26"	10001284
	"2007"	"2007"	"Minnesota"	"27"	5207203
	"2007"	"2007"	"Mississippi"	"28"	2928350
	"2007"	"2007"	"Missouri"	"29"	5887612
	"2007"	"2007"	"Montana"	"30"	964706
	"2007"	"2007"	"Nebraska"	"31"	1783440
	"2007"	"2007"	"Nevada"	"32"	2601072
	"2007"	"2007"	"New Hampshire"	"33"	1312540
	"2007"	"2007"	"New Jersey"	"34"	8677885
	"2007"	"2007"	"New Mexico"	"35"	1990070
	"2007"	"2007"	"New York"	"36"	19132335
	"2007"	"2007"	"North Carolina"	"37"	9118037
	"2007"	"2007"	"North Dakota"	"38"	652822
	"2007"	"2007"	"Ohio"	"39"	11500468
	"2007"	"2007"	"Oklahoma"	"40"	3634349
	"2007"	"2007"	"Oregon"	"41"	3722417
	"2007"	"2007"	"Pennsylvania"	"42"	12563937
	"2007"	"2007"	"Rhode Island"	"44"	1057315
	"2007"	"2007"	"South Carolina"	"45"	4444110
	"2007"	"2007"	"South Dakota"	"46"	791623
	"2007"	"2007"	"Tennessee"	"47"	6175727
	"2007"	"2007"	"Texas"	"48"	23831983
	"2007"	"2007"	"Utah"	"49"	2597746
	"2007"	"2007"	"Vermont"	"50"	623481
	"2007"	"2007"	"Virginia"	"51"	7751000
	"2007"	"2007"	"Washington"	"53"	6461587
	"2007"	"2007"	"West Virginia"	"54"	1834052
	"2007"	"2007"	"Wisconsin"	"55"	5610775
	"2007"	"2007"	"Wyoming"	"56"	534876
	"2008"	"2008"	"Alabama"	"01"	4718206
	"2008"	"2008"	"Alaska"	"02"	687455
	"2008"	"2008"	"Arizona"	"04"	6280362
	"2008"	"2008"	"Arkansas"	"05"	2874554
	"2008"	"2008"	"California"	"06"	36604337
	"2008"	"2008"	"Colorado"	"08"	4889730
	"2008"	"2008"	"Connecticut"	"09"	3545579
	"2008"	"2008"	"Delaware"	"10"	883874
	"2008"	"2008"	"District of Columbia"	"11"	580236
	"2008"	"2008"	"Florida"	"12"	18527305
	"2008"	"2008"	"Georgia"	"13"	9504843
	"2008"	"2008"	"Hawaii"	"15"	1332213
	"2008"	"2008"	"Idaho"	"16"	1534320
	"2008"	"2008"	"Illinois"	"17"	12747038
	"2008"	"2008"	"Indiana"	"18"	6424806
	"2008"	"2008"	"Iowa"	"19"	3016734
	"2008"	"2008"	"Kansas"	"20"	2808076
	"2008"	"2008"	"Kentucky"	"21"	4289878
	"2008"	"2008"	"Louisiana"	"22"	4435586
	"2008"	"2008"	"Maine"	"23"	1330509
	"2008"	"2008"	"Maryland"	"24"	5684965
	"2008"	"2008"	"Massachusetts"	"25"	6468967
	"2008"	"2008"	"Michigan"	"26"	9946889
	"2008"	"2008"	"Minnesota"	"27"	5247018
	"2008"	"2008"	"Mississippi"	"28"	2947806
	"2008"	"2008"	"Missouri"	"29"	5923916
	"2008"	"2008"	"Montana"	"30"	976415
	"2008"	"2008"	"Nebraska"	"31"	1796378
	"2008"	"2008"	"Nevada"	"32"	2653630
	"2008"	"2008"	"New Hampshire"	"33"	1315906
	"2008"	"2008"	"New Jersey"	"34"	8711090
	"2008"	"2008"	"New Mexico"	"35"	2010662
	"2008"	"2008"	"New York"	"36"	19212436
	"2008"	"2008"	"North Carolina"	"37"	9309449
	"2008"	"2008"	"North Dakota"	"38"	657569
	"2008"	"2008"	"Ohio"	"39"	11515391
	"2008"	"2008"	"Oklahoma"	"40"	3668976
	"2008"	"2008"	"Oregon"	"41"	3768748
	"2008"	"2008"	"Pennsylvania"	"42"	12612285
	"2008"	"2008"	"Rhode Island"	"44"	1055003
	"2008"	"2008"	"South Carolina"	"45"	4528996
	"2008"	"2008"	"South Dakota"	"46"	799124
	"2008"	"2008"	"Tennessee"	"47"	6247411
	"2008"	"2008"	"Texas"	"48"	24309039
	"2008"	"2008"	"Utah"	"49"	2663029
	"2008"	"2008"	"Vermont"	"50"	624151
	"2008"	"2008"	"Virginia"	"51"	7833496
	"2008"	"2008"	"Washington"	"53"	6562231
	"2008"	"2008"	"West Virginia"	"54"	1840310
	"2008"	"2008"	"Wisconsin"	"55"	5640996
	"2008"	"2008"	"Wyoming"	"56"	546043
	"2009"	"2009"	"Alabama"	"01"	4757938
	"2009"	"2009"	"Alaska"	"02"	698895
	"2009"	"2009"	"Arizona"	"04"	6343154
	"2009"	"2009"	"Arkansas"	"05"	2896843
	"2009"	"2009"	"California"	"06"	36961229
	"2009"	"2009"	"Colorado"	"08"	4972195
	"2009"	"2009"	"Connecticut"	"09"	3561807
	"2009"	"2009"	"Delaware"	"10"	891730
	"2009"	"2009"	"District of Columbia"	"11"	592228
	"2009"	"2009"	"Florida"	"12"	18652644
	"2009"	"2009"	"Georgia"	"13"	9620846
	"2009"	"2009"	"Hawaii"	"15"	1346717
	"2009"	"2009"	"Idaho"	"16"	1554439
	"2009"	"2009"	"Illinois"	"17"	12796778
	"2009"	"2009"	"Indiana"	"18"	6459325
	"2009"	"2009"	"Iowa"	"19"	3032870
	"2009"	"2009"	"Kansas"	"20"	2832704
	"2009"	"2009"	"Kentucky"	"21"	4317074
	"2009"	"2009"	"Louisiana"	"22"	4491648
	"2009"	"2009"	"Maine"	"23"	1329590
	"2009"	"2009"	"Maryland"	"24"	5730388
	"2009"	"2009"	"Massachusetts"	"25"	6517613
	"2009"	"2009"	"Michigan"	"26"	9901591
	"2009"	"2009"	"Minnesota"	"27"	5281203
	"2009"	"2009"	"Mississippi"	"28"	2958774
	"2009"	"2009"	"Missouri"	"29"	5961088
	"2009"	"2009"	"Montana"	"30"	983982
	"2009"	"2009"	"Nebraska"	"31"	1812683
	"2009"	"2009"	"Nevada"	"32"	2684665
	"2009"	"2009"	"New Hampshire"	"33"	1316102
	"2009"	"2009"	"New Jersey"	"34"	8755602
	"2009"	"2009"	"New Mexico"	"35"	2036802
	"2009"	"2009"	"New York"	"36"	19307066
	"2009"	"2009"	"North Carolina"	"37"	9449566
	"2009"	"2009"	"North Dakota"	"38"	664968
	"2009"	"2009"	"Ohio"	"39"	11528896
	"2009"	"2009"	"Oklahoma"	"40"	3717572
	"2009"	"2009"	"Oregon"	"41"	3808600
	"2009"	"2009"	"Pennsylvania"	"42"	12666858
	"2009"	"2009"	"Rhode Island"	"44"	1053646
	"2009"	"2009"	"South Carolina"	"45"	4589872
	"2009"	"2009"	"South Dakota"	"46"	807067
	"2009"	"2009"	"Tennessee"	"47"	6306019
	"2009"	"2009"	"Texas"	"48"	24801761
	"2009"	"2009"	"Utah"	"49"	2723421
	"2009"	"2009"	"Vermont"	"50"	624817
	"2009"	"2009"	"Virginia"	"51"	7925937
	"2009"	"2009"	"Washington"	"53"	6667426
	"2009"	"2009"	"West Virginia"	"54"	1847775
	"2009"	"2009"	"Wisconsin"	"55"	5669264
	"2009"	"2009"	"Wyoming"	"56"	559851
	"2010"	"2010"	"Alabama"	"01"	4785437
	"2010"	"2010"	"Alaska"	"02"	713910
	"2010"	"2010"	"Arizona"	"04"	6407172
	"2010"	"2010"	"Arkansas"	"05"	2921964
	"2010"	"2010"	"California"	"06"	37319502
	"2010"	"2010"	"Colorado"	"08"	5047349
	"2010"	"2010"	"Connecticut"	"09"	3579114
	"2010"	"2010"	"Delaware"	"10"	899593
	"2010"	"2010"	"District of Columbia"	"11"	605226
	"2010"	"2010"	"Florida"	"12"	18845537
	"2010"	"2010"	"Georgia"	"13"	9711881
	"2010"	"2010"	"Hawaii"	"15"	1363963
	"2010"	"2010"	"Idaho"	"16"	1570746
	"2010"	"2010"	"Illinois"	"17"	12840503
	"2010"	"2010"	"Indiana"	"18"	6490432
	"2010"	"2010"	"Iowa"	"19"	3050745
	"2010"	"2010"	"Kansas"	"20"	2858190
	"2010"	"2010"	"Kentucky"	"21"	4348181
	"2010"	"2010"	"Louisiana"	"22"	4544532
	"2010"	"2010"	"Maine"	"23"	1327629
	"2010"	"2010"	"Maryland"	"24"	5788645
	"2010"	"2010"	"Massachusetts"	"25"	6566307
	"2010"	"2010"	"Michigan"	"26"	9877510
	"2010"	"2010"	"Minnesota"	"27"	5310828
	"2010"	"2010"	"Mississippi"	"28"	2970548
	"2010"	"2010"	"Missouri"	"29"	5995974
	"2010"	"2010"	"Montana"	"30"	990697
	"2010"	"2010"	"Nebraska"	"31"	1829542
	"2010"	"2010"	"Nevada"	"32"	2702405
	"2010"	"2010"	"New Hampshire"	"33"	1316762
	"2010"	"2010"	"New Jersey"	"34"	8799446
	"2010"	"2010"	"New Mexico"	"35"	2064552
	"2010"	"2010"	"New York"	"36"	19399878
	"2010"	"2010"	"North Carolina"	"37"	9574323
	"2010"	"2010"	"North Dakota"	"38"	674715
	"2010"	"2010"	"Ohio"	"39"	11539336
	"2010"	"2010"	"Oklahoma"	"40"	3759944
	"2010"	"2010"	"Oregon"	"41"	3837491
	"2010"	"2010"	"Pennsylvania"	"42"	12711160
	"2010"	"2010"	"Rhode Island"	"44"	1053959
