"Notes"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"State"	"State Code"	"Age Group"	"Age Group Code"	Population
	"2002"	"2002"	"Maine"	"23"	"80-84 years"	"80-84"	27340
	"2002"	"2002"	"Maine"	"23"	"85+ years"	"85+"	24189
	"2002"	"2002"	"Maryland"	"24"	"< 1 year"	"1"	72755
	"2002"	"2002"	"Maryland"	"24"	"1-4 years"	"1-4"	284983
	"2002"	"2002"	"Maryland"	"24"	"5-9 years"	"5-9"	374319
	"2002"	"2002"	"Maryland"	"24"	"10-14 years"	"10-14"	412329
	"2002"	"2002"	"Maryland"	"24"	"15-19 years"	"15-19"	374739
	"2002"	"2002"	"Maryland"	"24"	"20-24 years"	"20-24"	340867
	"2002"	"2002"	"Maryland"	"24"	"25-29 years"	"25-29"	330959
	"2002"	"2002"	"Maryland"	"24"	"30-34 years"	"30-34"	397908
	"2002"	"2002"	"Maryland"	"24"	"35-39 years"	"35-39"	448823
	"2002"	"2002"	"Maryland"	"24"	"40-44 years"	"40-44"	465905
	"2002"	"2002"	"Maryland"	"24"	"45-49 years"	"45-49"	423267
	"2002"	"2002"	"Maryland"	"24"	"50-54 years"	"50-54"	376152
	"2002"	"2002"	"Maryland"	"24"	"55-59 years"	"55-59"	302815
	"2002"	"2002"	"Maryland"	"24"	"60-64 years "	"60-64"	219609
	"2002"	"2002"	"Maryland"	"24"	"65-69 years"	"65-69"	171733
	"2002"	"2002"	"Maryland"	"24"	"70-74 years"	"70-74"	151869
	"2002"	"2002"	"Maryland"	"24"	"75-79 years"	"75-79"	129597
	"2002"	"2002"	"Maryland"	"24"	"80-84 years"	"80-84"	90647
	"2002"	"2002"	"Maryland"	"24"	"85+ years"	"85+"	71113
	"2002"	"2002"	"Massachusetts"	"25"	"< 1 year"	"1"	79001
	"2002"	"2002"	"Massachusetts"	"25"	"1-4 years"	"1-4"	313592
	"2002"	"2002"	"Massachusetts"	"25"	"5-9 years"	"5-9"	412366
	"2002"	"2002"	"Massachusetts"	"25"	"10-14 years"	"10-14"	444119
	"2002"	"2002"	"Massachusetts"	"25"	"15-19 years"	"15-19"	434511
	"2002"	"2002"	"Massachusetts"	"25"	"20-24 years"	"20-24"	421862
	"2002"	"2002"	"Massachusetts"	"25"	"25-29 years"	"25-29"	415083
	"2002"	"2002"	"Massachusetts"	"25"	"30-34 years"	"30-34"	475323
	"2002"	"2002"	"Massachusetts"	"25"	"35-39 years"	"35-39"	519060
	"2002"	"2002"	"Massachusetts"	"25"	"40-44 years"	"40-44"	531345
	"2002"	"2002"	"Massachusetts"	"25"	"45-49 years"	"45-49"	484600
	"2002"	"2002"	"Massachusetts"	"25"	"50-54 years"	"50-54"	429219
	"2002"	"2002"	"Massachusetts"	"25"	"55-59 years"	"55-59"	350766
	"2002"	"2002"	"Massachusetts"	"25"	"60-64 years "	"60-64"	251347
	"2002"	"2002"	"Massachusetts"	"25"	"65-69 years"	"65-69"	212118
	"2002"	"2002"	"Massachusetts"	"25"	"70-74 years"	"70-74"	202865
	"2002"	"2002"	"Massachusetts"	"25"	"75-79 years"	"75-79"	183610
	"2002"	"2002"	"Massachusetts"	"25"	"80-84 years"	"80-84"	136918
	"2002"	"2002"	"Massachusetts"	"25"	"85+ years"	"85+"	119501
	"2002"	"2002"	"Michigan"	"26"	"< 1 year"	"1"	129825
	"2002"	"2002"	"Michigan"	"26"	"1-4 years"	"1-4"	534407
	"2002"	"2002"	"Michigan"	"26"	"5-9 years"	"5-9"	707356
	"2002"	"2002"	"Michigan"	"26"	"10-14 years"	"10-14"	770306
	"2002"	"2002"	"Michigan"	"26"	"15-19 years"	"15-19"	727968
	"2002"	"2002"	"Michigan"	"26"	"20-24 years"	"20-24"	683028
	"2002"	"2002"	"Michigan"	"26"	"25-29 years"	"25-29"	600098
	"2002"	"2002"	"Michigan"	"26"	"30-34 years"	"30-34"	702771
	"2002"	"2002"	"Michigan"	"26"	"35-39 years"	"35-39"	743805
	"2002"	"2002"	"Michigan"	"26"	"40-44 years"	"40-44"	804779
	"2002"	"2002"	"Michigan"	"26"	"45-49 years"	"45-49"	768119
	"2002"	"2002"	"Michigan"	"26"	"50-54 years"	"50-54"	673707
	"2002"	"2002"	"Michigan"	"26"	"55-59 years"	"55-59"	536568
	"2002"	"2002"	"Michigan"	"26"	"60-64 years "	"60-64"	402810
	"2002"	"2002"	"Michigan"	"26"	"65-69 years"	"65-69"	327286
	"2002"	"2002"	"Michigan"	"26"	"70-74 years"	"70-74"	305171
	"2002"	"2002"	"Michigan"	"26"	"75-79 years"	"75-79"	262910
	"2002"	"2002"	"Michigan"	"26"	"80-84 years"	"80-84"	185427
	"2002"	"2002"	"Michigan"	"26"	"85+ years"	"85+"	149369
	"2002"	"2002"	"Minnesota"	"27"	"< 1 year"	"1"	66357
	"2002"	"2002"	"Minnesota"	"27"	"1-4 years"	"1-4"	267095
	"2002"	"2002"	"Minnesota"	"27"	"5-9 years"	"5-9"	345961
	"2002"	"2002"	"Minnesota"	"27"	"10-14 years"	"10-14"	378458
	"2002"	"2002"	"Minnesota"	"27"	"15-19 years"	"15-19"	381188
	"2002"	"2002"	"Minnesota"	"27"	"20-24 years"	"20-24"	346239
	"2002"	"2002"	"Minnesota"	"27"	"25-29 years"	"25-29"	311784
	"2002"	"2002"	"Minnesota"	"27"	"30-34 years"	"30-34"	351308
	"2002"	"2002"	"Minnesota"	"27"	"35-39 years"	"35-39"	385410
	"2002"	"2002"	"Minnesota"	"27"	"40-44 years"	"40-44"	422678
	"2002"	"2002"	"Minnesota"	"27"	"45-49 years"	"45-49"	384283
	"2002"	"2002"	"Minnesota"	"27"	"50-54 years"	"50-54"	329404
	"2002"	"2002"	"Minnesota"	"27"	"55-59 years"	"55-59"	254100
	"2002"	"2002"	"Minnesota"	"27"	"60-64 years "	"60-64"	191828
	"2002"	"2002"	"Minnesota"	"27"	"65-69 years"	"65-69"	154712
	"2002"	"2002"	"Minnesota"	"27"	"70-74 years"	"70-74"	140951
	"2002"	"2002"	"Minnesota"	"27"	"75-79 years"	"75-79"	123702
	"2002"	"2002"	"Minnesota"	"27"	"80-84 years"	"80-84"	94139
	"2002"	"2002"	"Minnesota"	"27"	"85+ years"	"85+"	89338
	"2002"	"2002"	"Mississippi"	"28"	"< 1 year"	"1"	40624
	"2002"	"2002"	"Mississippi"	"28"	"1-4 years"	"1-4"	163867
	"2002"	"2002"	"Mississippi"	"28"	"5-9 years"	"5-9"	206467
	"2002"	"2002"	"Mississippi"	"28"	"10-14 years"	"10-14"	220758
	"2002"	"2002"	"Mississippi"	"28"	"15-19 years"	"15-19"	224321
	"2002"	"2002"	"Mississippi"	"28"	"20-24 years"	"20-24"	224367
	"2002"	"2002"	"Mississippi"	"28"	"25-29 years"	"25-29"	181198
	"2002"	"2002"	"Mississippi"	"28"	"30-34 years"	"30-34"	190967
	"2002"	"2002"	"Mississippi"	"28"	"35-39 years"	"35-39"	199566
	"2002"	"2002"	"Mississippi"	"28"	"40-44 years"	"40-44"	213738
	"2002"	"2002"	"Mississippi"	"28"	"45-49 years"	"45-49"	202795
	"2002"	"2002"	"Mississippi"	"28"	"50-54 years"	"50-54"	179612
	"2002"	"2002"	"Mississippi"	"28"	"55-59 years"	"55-59"	146763
	"2002"	"2002"	"Mississippi"	"28"	"60-64 years "	"60-64"	118238
	"2002"	"2002"	"Mississippi"	"28"	"65-69 years"	"65-69"	99905
	"2002"	"2002"	"Mississippi"	"28"	"70-74 years"	"70-74"	86597
	"2002"	"2002"	"Mississippi"	"28"	"75-79 years"	"75-79"	69974
	"2002"	"2002"	"Mississippi"	"28"	"80-84 years"	"80-84"	47842
	"2002"	"2002"	"Mississippi"	"28"	"85+ years"	"85+"	41082
	"2002"	"2002"	"Missouri"	"29"	"< 1 year"	"1"	74559
	"2002"	"2002"	"Missouri"	"29"	"1-4 years"	"1-4"	297205
	"2002"	"2002"	"Missouri"	"29"	"5-9 years"	"5-9"	384330
	"2002"	"2002"	"Missouri"	"29"	"10-14 years"	"10-14"	418246
	"2002"	"2002"	"Missouri"	"29"	"15-19 years"	"15-19"	415332
	"2002"	"2002"	"Missouri"	"29"	"20-24 years"	"20-24"	398394
	"2002"	"2002"	"Missouri"	"29"	"25-29 years"	"25-29"	346391
	"2002"	"2002"	"Missouri"	"29"	"30-34 years"	"30-34"	379635
	"2002"	"2002"	"Missouri"	"29"	"35-39 years"	"35-39"	411957
	"2002"	"2002"	"Missouri"	"29"	"40-44 years"	"40-44"	452140
	"2002"	"2002"	"Missouri"	"29"	"45-49 years"	"45-49"	418801
	"2002"	"2002"	"Missouri"	"29"	"50-54 years"	"50-54"	369133
	"2002"	"2002"	"Missouri"	"29"	"55-59 years"	"55-59"	305877
	"2002"	"2002"	"Missouri"	"29"	"60-64 years "	"60-64"	243363
	"2002"	"2002"	"Missouri"	"29"	"65-69 years"	"65-69"	205540
	"2002"	"2002"	"Missouri"	"29"	"70-74 years"	"70-74"	184706
	"2002"	"2002"	"Missouri"	"29"	"75-79 years"	"75-79"	157860
	"2002"	"2002"	"Missouri"	"29"	"80-84 years"	"80-84"	112292
	"2002"	"2002"	"Missouri"	"29"	"85+ years"	"85+"	99064
	"2002"	"2002"	"Montana"	"30"	"< 1 year"	"1"	11036
	"2002"	"2002"	"Montana"	"30"	"1-4 years"	"1-4"	43564
	"2002"	"2002"	"Montana"	"30"	"5-9 years"	"5-9"	58536
	"2002"	"2002"	"Montana"	"30"	"10-14 years"	"10-14"	68041
	"2002"	"2002"	"Montana"	"30"	"15-19 years"	"15-19"	72341
	"2002"	"2002"	"Montana"	"30"	"20-24 years"	"20-24"	63165
	"2002"	"2002"	"Montana"	"30"	"25-29 years"	"25-29"	47903
	"2002"	"2002"	"Montana"	"30"	"30-34 years"	"30-34"	52926
	"2002"	"2002"	"Montana"	"30"	"35-39 years"	"35-39"	59485
	"2002"	"2002"	"Montana"	"30"	"40-44 years"	"40-44"	73908
	"2002"	"2002"	"Montana"	"30"	"45-49 years"	"45-49"	75667
	"2002"	"2002"	"Montana"	"30"	"50-54 years"	"50-54"	67469
	"2002"	"2002"	"Montana"	"30"	"55-59 years"	"55-59"	52911
	"2002"	"2002"	"Montana"	"30"	"60-64 years "	"60-64"	40919
	"2002"	"2002"	"Montana"	"30"	"65-69 years"	"65-69"	33652
	"2002"	"2002"	"Montana"	"30"	"70-74 years"	"70-74"	30239
	"2002"	"2002"	"Montana"	"30"	"75-79 years"	"75-79"	24749
	"2002"	"2002"	"Montana"	"30"	"80-84 years"	"80-84"	18934
	"2002"	"2002"	"Montana"	"30"	"85+ years"	"85+"	16222
	"2002"	"2002"	"Nebraska"	"31"	"< 1 year"	"1"	24595
	"2002"	"2002"	"Nebraska"	"31"	"1-4 years"	"1-4"	94599
	"2002"	"2002"	"Nebraska"	"31"	"5-9 years"	"5-9"	119449
	"2002"	"2002"	"Nebraska"	"31"	"10-14 years"	"10-14"	128853
	"2002"	"2002"	"Nebraska"	"31"	"15-19 years"	"15-19"	136692
	"2002"	"2002"	"Nebraska"	"31"	"20-24 years"	"20-24"	125788
	"2002"	"2002"	"Nebraska"	"31"	"25-29 years"	"25-29"	106944
	"2002"	"2002"	"Nebraska"	"31"	"30-34 years"	"30-34"	112864
	"2002"	"2002"	"Nebraska"	"31"	"35-39 years"	"35-39"	119511
	"2002"	"2002"	"Nebraska"	"31"	"40-44 years"	"40-44"	134101
	"2002"	"2002"	"Nebraska"	"31"	"45-49 years"	"45-49"	127799
	"2002"	"2002"	"Nebraska"	"31"	"50-54 years"	"50-54"	112291
	"2002"	"2002"	"Nebraska"	"31"	"55-59 years"	"55-59"	85926
	"2002"	"2002"	"Nebraska"	"31"	"60-64 years "	"60-64"	66681
	"2002"	"2002"	"Nebraska"	"31"	"65-69 years"	"65-69"	58349
	"2002"	"2002"	"Nebraska"	"31"	"70-74 years"	"70-74"	55307
	"2002"	"2002"	"Nebraska"	"31"	"75-79 years"	"75-79"	47988
	"2002"	"2002"	"Nebraska"	"31"	"80-84 years"	"80-84"	36083
	"2002"	"2002"	"Nebraska"	"31"	"85+ years"	"85+"	34472
	"2002"	"2002"	"Nevada"	"32"	"< 1 year"	"1"	32431
	"2002"	"2002"	"Nevada"	"32"	"1-4 years"	"1-4"	123857
	"2002"	"2002"	"Nevada"	"32"	"5-9 years"	"5-9"	154924
	"2002"	"2002"	"Nevada"	"32"	"10-14 years"	"10-14"	155641
	"2002"	"2002"	"Nevada"	"32"	"15-19 years"	"15-19"	135859
	"2002"	"2002"	"Nevada"	"32"	"20-24 years"	"20-24"	145611
	"2002"	"2002"	"Nevada"	"32"	"25-29 years"	"25-29"	152376
	"2002"	"2002"	"Nevada"	"32"	"30-34 years"	"30-34"	169691
	"2002"	"2002"	"Nevada"	"32"	"35-39 years"	"35-39"	170962
	"2002"	"2002"	"Nevada"	"32"	"40-44 years"	"40-44"	170224
	"2002"	"2002"	"Nevada"	"32"	"45-49 years"	"45-49"	156194
	"2002"	"2002"	"Nevada"	"32"	"50-54 years"	"50-54"	142165
	"2002"	"2002"	"Nevada"	"32"	"55-59 years"	"55-59"	124274
	"2002"	"2002"	"Nevada"	"32"	"60-64 years "	"60-64"	97944
	"2002"	"2002"	"Nevada"	"32"	"65-69 years"	"65-69"	78747
	"2002"	"2002"	"Nevada"	"32"	"70-74 years"	"70-74"	64621
	"2002"	"2002"	"Nevada"	"32"	"75-79 years"	"75-79"	49138
	"2002"	"2002"	"Nevada"	"32"	"80-84 years"	"80-84"	29789
	"2002"	"2002"	"Nevada"	"32"	"85+ years"	"85+"	19343
	"2002"	"2002"	"New Hampshire"	"33"	"< 1 year"	"1"	14827
	"2002"	"2002"	"New Hampshire"	"33"	"1-4 years"	"1-4"	60716
	"2002"	"2002"	"New Hampshire"	"33"	"5-9 years"	"5-9"	85608
	"2002"	"2002"	"New Hampshire"	"33"	"10-14 years"	"10-14"	96202
	"2002"	"2002"	"New Hampshire"	"33"	"15-19 years"	"15-19"	91581
	"2002"	"2002"	"New Hampshire"	"33"	"20-24 years"	"20-24"	74951
	"2002"	"2002"	"New Hampshire"	"33"	"25-29 years"	"25-29"	66599
	"2002"	"2002"	"New Hampshire"	"33"	"30-34 years"	"30-34"	87746
	"2002"	"2002"	"New Hampshire"	"33"	"35-39 years"	"35-39"	103995
	"2002"	"2002"	"New Hampshire"	"33"	"40-44 years"	"40-44"	115360
	"2002"	"2002"	"New Hampshire"	"33"	"45-49 years"	"45-49"	105151
	"2002"	"2002"	"New Hampshire"	"33"	"50-54 years"	"50-54"	91852
	"2002"	"2002"	"New Hampshire"	"33"	"55-59 years"	"55-59"	72578
	"2002"	"2002"	"New Hampshire"	"33"	"60-64 years "	"60-64"	51296
	"2002"	"2002"	"New Hampshire"	"33"	"65-69 years"	"65-69"	41581
	"2002"	"2002"	"New Hampshire"	"33"	"70-74 years"	"70-74"	36826
	"2002"	"2002"	"New Hampshire"	"33"	"75-79 years"	"75-79"	30930
	"2002"	"2002"	"New Hampshire"	"33"	"80-84 years"	"80-84"	22238
	"2002"	"2002"	"New Hampshire"	"33"	"85+ years"	"85+"	19052
	"2002"	"2002"	"New Jersey"	"34"	"< 1 year"	"1"	112527
	"2002"	"2002"	"New Jersey"	"34"	"1-4 years"	"1-4"	450251
	"2002"	"2002"	"New Jersey"	"34"	"5-9 years"	"5-9"	589990
	"2002"	"2002"	"New Jersey"	"34"	"10-14 years"	"10-14"	619466
	"2002"	"2002"	"New Jersey"	"34"	"15-19 years"	"15-19"	546520
	"2002"	"2002"	"New Jersey"	"34"	"20-24 years"	"20-24"	496074
	"2002"	"2002"	"New Jersey"	"34"	"25-29 years"	"25-29"	524707
	"2002"	"2002"	"New Jersey"	"34"	"30-34 years"	"30-34"	626959
	"2002"	"2002"	"New Jersey"	"34"	"35-39 years"	"35-39"	703757
	"2002"	"2002"	"New Jersey"	"34"	"40-44 years"	"40-44"	726523
	"2002"	"2002"	"New Jersey"	"34"	"45-49 years"	"45-49"	650456
	"2002"	"2002"	"New Jersey"	"34"	"50-54 years"	"50-54"	566513
	"2002"	"2002"	"New Jersey"	"34"	"55-59 years"	"55-59"	472550
	"2002"	"2002"	"New Jersey"	"34"	"60-64 years "	"60-64"	350476
	"2002"	"2002"	"New Jersey"	"34"	"65-69 years"	"65-69"	288661
	"2002"	"2002"	"New Jersey"	"34"	"70-74 years"	"70-74"	273720
	"2002"	"2002"	"New Jersey"	"34"	"75-79 years"	"75-79"	238930
	"2002"	"2002"	"New Jersey"	"34"	"80-84 years"	"80-84"	173081
	"2002"	"2002"	"New Jersey"	"34"	"85+ years"	"85+"	141482
	"2002"	"2002"	"New Mexico"	"35"	"< 1 year"	"1"	27182
	"2002"	"2002"	"New Mexico"	"35"	"1-4 years"	"1-4"	104778
	"2002"	"2002"	"New Mexico"	"35"	"5-9 years"	"5-9"	132909
	"2002"	"2002"	"New Mexico"	"35"	"10-14 years"	"10-14"	147664
	"2002"	"2002"	"New Mexico"	"35"	"15-19 years"	"15-19"	148291
	"2002"	"2002"	"New Mexico"	"35"	"20-24 years"	"20-24"	133071
	"2002"	"2002"	"New Mexico"	"35"	"25-29 years"	"25-29"	113618
	"2002"	"2002"	"New Mexico"	"35"	"30-34 years"	"30-34"	117703
	"2002"	"2002"	"New Mexico"	"35"	"35-39 years"	"35-39"	129231
	"2002"	"2002"	"New Mexico"	"35"	"40-44 years"	"40-44"	143128
	"2002"	"2002"	"New Mexico"	"35"	"45-49 years"	"45-49"	136696
	"2002"	"2002"	"New Mexico"	"35"	"50-54 years"	"50-54"	124019
	"2002"	"2002"	"New Mexico"	"35"	"55-59 years"	"55-59"	98798
	"2002"	"2002"	"New Mexico"	"35"	"60-64 years "	"60-64"	76918
	"2002"	"2002"	"New Mexico"	"35"	"65-69 years"	"65-69"	65072
	"2002"	"2002"	"New Mexico"	"35"	"70-74 years"	"70-74"	56467
	"2002"	"2002"	"New Mexico"	"35"	"75-79 years"	"75-79"	44763
	"2002"	"2002"	"New Mexico"	"35"	"80-84 years"	"80-84"	30514
	"2002"	"2002"	"New Mexico"	"35"	"85+ years"	"85+"	24487
	"2002"	"2002"	"New York"	"36"	"< 1 year"	"1"	246708
	"2002"	"2002"	"New York"	"36"	"1-4 years"	"1-4"	965513
	"2002"	"2002"	"New York"	"36"	"5-9 years"	"5-9"	1280742
	"2002"	"2002"	"New York"	"36"	"10-14 years"	"10-14"	1373601
	"2002"	"2002"	"New York"	"36"	"15-19 years"	"15-19"	1311291
	"2002"	"2002"	"New York"	"36"	"20-24 years"	"20-24"	1291779
	"2002"	"2002"	"New York"	"36"	"25-29 years"	"25-29"	1265507
	"2002"	"2002"	"New York"	"36"	"30-34 years"	"30-34"	1413944
	"2002"	"2002"	"New York"	"36"	"35-39 years"	"35-39"	1507528
	"2002"	"2002"	"New York"	"36"	"40-44 years"	"40-44"	1532264
	"2002"	"2002"	"New York"	"36"	"45-49 years"	"45-49"	1394318
	"2002"	"2002"	"New York"	"36"	"50-54 years"	"50-54"	1261054
	"2002"	"2002"	"New York"	"36"	"55-59 years"	"55-59"	1031712
	"2002"	"2002"	"New York"	"36"	"60-64 years "	"60-64"	789441
	"2002"	"2002"	"New York"	"36"	"65-69 years"	"65-69"	655960
	"2002"	"2002"	"New York"	"36"	"70-74 years"	"70-74"	604745
	"2002"	"2002"	"New York"	"36"	"75-79 years"	"75-79"	519295
	"2002"	"2002"	"New York"	"36"	"80-84 years"	"80-84"	370501
	"2002"	"2002"	"New York"	"36"	"85+ years"	"85+"	321897
	"2002"	"2002"	"North Carolina"	"37"	"< 1 year"	"1"	116474
	"2002"	"2002"	"North Carolina"	"37"	"1-4 years"	"1-4"	450446
	"2002"	"2002"	"North Carolina"	"37"	"5-9 years"	"5-9"	552145
	"2002"	"2002"	"North Carolina"	"37"	"10-14 years"	"10-14"	586567
	"2002"	"2002"	"North Carolina"	"37"	"15-19 years"	"15-19"	567905
	"2002"	"2002"	"North Carolina"	"37"	"20-24 years"	"20-24"	592160
	"2002"	"2002"	"North Carolina"	"37"	"25-29 years"	"25-29"	567593
	"2002"	"2002"	"North Carolina"	"37"	"30-34 years"	"30-34"	634518
	"2002"	"2002"	"North Carolina"	"37"	"35-39 years"	"35-39"	640648
	"2002"	"2002"	"North Carolina"	"37"	"40-44 years"	"40-44"	654270
	"2002"	"2002"	"North Carolina"	"37"	"45-49 years"	"45-49"	608033
	"2002"	"2002"	"North Carolina"	"37"	"50-54 years"	"50-54"	549175
	"2002"	"2002"	"North Carolina"	"37"	"55-59 years"	"55-59"	456119
	"2002"	"2002"	"North Carolina"	"37"	"60-64 years "	"60-64"	348965
	"2002"	"2002"	"North Carolina"	"37"	"65-69 years"	"65-69"	293798
	"2002"	"2002"	"North Carolina"	"37"	"70-74 years"	"70-74"	251881
	"2002"	"2002"	"North Carolina"	"37"	"75-79 years"	"75-79"	205887
	"2002"	"2002"	"North Carolina"	"37"	"80-84 years"	"80-84"	139921
	"2002"	"2002"	"North Carolina"	"37"	"85+ years"	"85+"	109696
	"2002"	"2002"	"North Dakota"	"38"	"< 1 year"	"1"	7502
	"2002"	"2002"	"North Dakota"	"38"	"1-4 years"	"1-4"	30186
	"2002"	"2002"	"North Dakota"	"38"	"5-9 years"	"5-9"	40437
	"2002"	"2002"	"North Dakota"	"38"	"10-14 years"	"10-14"	45415
	"2002"	"2002"	"North Dakota"	"38"	"15-19 years"	"15-19"	54264
	"2002"	"2002"	"North Dakota"	"38"	"20-24 years"	"20-24"	54122
	"2002"	"2002"	"North Dakota"	"38"	"25-29 years"	"25-29"	35694
	"2002"	"2002"	"North Dakota"	"38"	"30-34 years"	"30-34"	37499
	"2002"	"2002"	"North Dakota"	"38"	"35-39 years"	"35-39"	41727
	"2002"	"2002"	"North Dakota"	"38"	"40-44 years"	"40-44"	49459
	"2002"	"2002"	"North Dakota"	"38"	"45-49 years"	"45-49"	49267
	"2002"	"2002"	"North Dakota"	"38"	"50-54 years"	"50-54"	41598
	"2002"	"2002"	"North Dakota"	"38"	"55-59 years"	"55-59"	32011
	"2002"	"2002"	"North Dakota"	"38"	"60-64 years "	"60-64"	24996
	"2002"	"2002"	"North Dakota"	"38"	"65-69 years"	"65-69"	23005
	"2002"	"2002"	"North Dakota"	"38"	"70-74 years"	"70-74"	21933
	"2002"	"2002"	"North Dakota"	"38"	"75-79 years"	"75-79"	19091
	"2002"	"2002"	"North Dakota"	"38"	"80-84 years"	"80-84"	14910
	"2002"	"2002"	"North Dakota"	"38"	"85+ years"	"85+"	15052
	"2002"	"2002"	"Ohio"	"39"	"< 1 year"	"1"	146103
	"2002"	"2002"	"Ohio"	"39"	"1-4 years"	"1-4"	600084
	"2002"	"2002"	"Ohio"	"39"	"5-9 years"	"5-9"	782151
	"2002"	"2002"	"Ohio"	"39"	"10-14 years"	"10-14"	841617
	"2002"	"2002"	"Ohio"	"39"	"15-19 years"	"15-19"	812172
	"2002"	"2002"	"Ohio"	"39"	"20-24 years"	"20-24"	774084
	"2002"	"2002"	"Ohio"	"39"	"25-29 years"	"25-29"	690527
	"2002"	"2002"	"Ohio"	"39"	"30-34 years"	"30-34"	772568
	"2002"	"2002"	"Ohio"	"39"	"35-39 years"	"35-39"	826781
	"2002"	"2002"	"Ohio"	"39"	"40-44 years"	"40-44"	915016
	"2002"	"2002"	"Ohio"	"39"	"45-49 years"	"45-49"	871696
	"2002"	"2002"	"Ohio"	"39"	"50-54 years"	"50-54"	774433
	"2002"	"2002"	"Ohio"	"39"	"55-59 years"	"55-59"	609320
	"2002"	"2002"	"Ohio"	"39"	"60-64 years "	"60-64"	479575
	"2002"	"2002"	"Ohio"	"39"	"65-69 years"	"65-69"	399074
	"2002"	"2002"	"Ohio"	"39"	"70-74 years"	"70-74"	374193
	"2002"	"2002"	"Ohio"	"39"	"75-79 years"	"75-79"	326766
	"2002"	"2002"	"Ohio"	"39"	"80-84 years"	"80-84"	228744
	"2002"	"2002"	"Ohio"	"39"	"85+ years"	"85+"	182985
	"2002"	"2002"	"Oklahoma"	"40"	"< 1 year"	"1"	49666
	"2002"	"2002"	"Oklahoma"	"40"	"1-4 years"	"1-4"	190876
	"2002"	"2002"	"Oklahoma"	"40"	"5-9 years"	"5-9"	234909
	"2002"	"2002"	"Oklahoma"	"40"	"10-14 years"	"10-14"	253759
	"2002"	"2002"	"Oklahoma"	"40"	"15-19 years"	"15-19"	265914
	"2002"	"2002"	"Oklahoma"	"40"	"20-24 years"	"20-24"	267356
	"2002"	"2002"	"Oklahoma"	"40"	"25-29 years"	"25-29"	219360
	"2002"	"2002"	"Oklahoma"	"40"	"30-34 years"	"30-34"	228261
	"2002"	"2002"	"Oklahoma"	"40"	"35-39 years"	"35-39"	238201
	"2002"	"2002"	"Oklahoma"	"40"	"40-44 years"	"40-44"	265966
	"2002"	"2002"	"Oklahoma"	"40"	"45-49 years"	"45-49"	252798
	"2002"	"2002"	"Oklahoma"	"40"	"50-54 years"	"50-54"	223414
	"2002"	"2002"	"Oklahoma"	"40"	"55-59 years"	"55-59"	189534
	"2002"	"2002"	"Oklahoma"	"40"	"60-64 years "	"60-64"	151281
	"2002"	"2002"	"Oklahoma"	"40"	"65-69 years"	"65-69"	129956
	"2002"	"2002"	"Oklahoma"	"40"	"70-74 years"	"70-74"	112699
	"2002"	"2002"	"Oklahoma"	"40"	"75-79 years"	"75-79"	94207
	"2002"	"2002"	"Oklahoma"	"40"	"80-84 years"	"80-84"	65488
	"2002"	"2002"	"Oklahoma"	"40"	"85+ years"	"85+"	55435
	"2002"	"2002"	"Oregon"	"41"	"< 1 year"	"1"	44936
	"2002"	"2002"	"Oregon"	"41"	"1-4 years"	"1-4"	179913
	"2002"	"2002"	"Oregon"	"41"	"5-9 years"	"5-9"	229092
	"2002"	"2002"	"Oregon"	"41"	"10-14 years"	"10-14"	248112
	"2002"	"2002"	"Oregon"	"41"	"15-19 years"	"15-19"	247064
	"2002"	"2002"	"Oregon"	"41"	"20-24 years"	"20-24"	246588
	"2002"	"2002"	"Oregon"	"41"	"25-29 years"	"25-29"	230702
	"2002"	"2002"	"Oregon"	"41"	"30-34 years"	"30-34"	247580
	"2002"	"2002"	"Oregon"	"41"	"35-39 years"	"35-39"	243943
	"2002"	"2002"	"Oregon"	"41"	"40-44 years"	"40-44"	269597
	"2002"	"2002"	"Oregon"	"41"	"45-49 years"	"45-49"	277392
	"2002"	"2002"	"Oregon"	"41"	"50-54 years"	"50-54"	255384
	"2002"	"2002"	"Oregon"	"41"	"55-59 years"	"55-59"	199608
	"2002"	"2002"	"Oregon"	"41"	"60-64 years "	"60-64"	145538
	"2002"	"2002"	"Oregon"	"41"	"65-69 years"	"65-69"	116119
	"2002"	"2002"	"Oregon"	"41"	"70-74 years"	"70-74"	105174
	"2002"	"2002"	"Oregon"	"41"	"75-79 years"	"75-79"	94817
	"2002"	"2002"	"Oregon"	"41"	"80-84 years"	"80-84"	71365
	"2002"	"2002"	"Oregon"	"41"	"85+ years"	"85+"	60500
	"2002"	"2002"	"Pennsylvania"	"42"	"< 1 year"	"1"	141144
	"2002"	"2002"	"Pennsylvania"	"42"	"1-4 years"	"1-4"	576556
	"2002"	"2002"	"Pennsylvania"	"42"	"5-9 years"	"5-9"	784880
	"2002"	"2002"	"Pennsylvania"	"42"	"10-14 years"	"10-14"	876455
	"2002"	"2002"	"Pennsylvania"	"42"	"15-19 years"	"15-19"	868354
	"2002"	"2002"	"Pennsylvania"	"42"	"20-24 years"	"20-24"	787897
	"2002"	"2002"	"Pennsylvania"	"42"	"25-29 years"	"25-29"	690461
	"2002"	"2002"	"Pennsylvania"	"42"	"30-34 years"	"30-34"	803493
	"2002"	"2002"	"Pennsylvania"	"42"	"35-39 years"	"35-39"	895062
