"Notes"	"Year"	"Year Code"	"State"	"State Code"	"MCD - Drug/Alcohol Induced"	"MCD - Drug/Alcohol Induced Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"Iowa"	"19"	"All other non-drug and non-alcohol causes"	"O"	28040	2941999	953.1
	"2003"	"2003"	"Kansas"	"20"	"Drug-induced causes"	"D"	456	2723004	16.7
	"2003"	"2003"	"Kansas"	"20"	"Alcohol-induced causes"	"A"	395	2723004	14.5
	"2003"	"2003"	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	24549	2723004	901.5
	"2003"	"2003"	"Kentucky"	"21"	"Drug-induced causes"	"D"	917	4117170	22.3
	"2003"	"2003"	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	513	4117170	12.5
	"2003"	"2003"	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	40209	4117170	976.6
	"2003"	"2003"	"Louisiana"	"22"	"Drug-induced causes"	"D"	2890	4521042	63.9
	"2003"	"2003"	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	536	4521042	11.9
	"2003"	"2003"	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	42668	4521042	943.8
	"2003"	"2003"	"Maine"	"23"	"Drug-induced causes"	"D"	312	1306513	23.9
	"2003"	"2003"	"Maine"	"23"	"Alcohol-induced causes"	"A"	218	1306513	16.7
	"2003"	"2003"	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	12517	1306513	958.0
	"2003"	"2003"	"Maryland"	"24"	"Drug-induced causes"	"D"	6824	5496269	124.2
	"2003"	"2003"	"Maryland"	"24"	"Alcohol-induced causes"	"A"	697	5496269	12.7
	"2003"	"2003"	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	44410	5496269	808.0
	"2003"	"2003"	"Massachusetts"	"25"	"Drug-induced causes"	"D"	1138	6422565	17.7
	"2003"	"2003"	"Massachusetts"	"25"	"Alcohol-induced causes"	"A"	772	6422565	12.0
	"2003"	"2003"	"Massachusetts"	"25"	"All other non-drug and non-alcohol causes"	"O"	56132	6422565	874.0
	"2003"	"2003"	"Michigan"	"26"	"Drug-induced causes"	"D"	1844	10041152	18.4
	"2003"	"2003"	"Michigan"	"26"	"Alcohol-induced causes"	"A"	1265	10041152	12.6
	"2003"	"2003"	"Michigan"	"26"	"All other non-drug and non-alcohol causes"	"O"	86424	10041152	860.7
	"2003"	"2003"	"Minnesota"	"27"	"Drug-induced causes"	"D"	897	5053572	17.7
	"2003"	"2003"	"Minnesota"	"27"	"Alcohol-induced causes"	"A"	855	5053572	16.9
	"2003"	"2003"	"Minnesota"	"27"	"All other non-drug and non-alcohol causes"	"O"	37562	5053572	743.3
	"2003"	"2003"	"Mississippi"	"28"	"Drug-induced causes"	"D"	348	2868312	12.1
	"2003"	"2003"	"Mississippi"	"28"	"Alcohol-induced causes"	"A"	329	2868312	11.5
	"2003"	"2003"	"Mississippi"	"28"	"All other non-drug and non-alcohol causes"	"O"	28479	2868312	992.9
	"2003"	"2003"	"Missouri"	"29"	"Drug-induced causes"	"D"	1048	5709403	18.4
	"2003"	"2003"	"Missouri"	"29"	"Alcohol-induced causes"	"A"	853	5709403	14.9
	"2003"	"2003"	"Missouri"	"29"	"All other non-drug and non-alcohol causes"	"O"	55467	5709403	971.5
	"2003"	"2003"	"Montana"	"30"	"Drug-induced causes"	"D"	1717	919630	186.7
	"2003"	"2003"	"Montana"	"30"	"Alcohol-induced causes"	"A"	260	919630	28.3
	"2003"	"2003"	"Montana"	"30"	"All other non-drug and non-alcohol causes"	"O"	8451	919630	919.0
	"2003"	"2003"	"Nebraska"	"31"	"Drug-induced causes"	"D"	2208	1738643	127.0
	"2003"	"2003"	"Nebraska"	"31"	"Alcohol-induced causes"	"A"	161	1738643	9.3
	"2003"	"2003"	"Nebraska"	"31"	"All other non-drug and non-alcohol causes"	"O"	15440	1738643	888.0
	"2003"	"2003"	"Nevada"	"32"	"Drug-induced causes"	"D"	566	2248850	25.2
	"2003"	"2003"	"Nevada"	"32"	"Alcohol-induced causes"	"A"	480	2248850	21.3
	"2003"	"2003"	"Nevada"	"32"	"All other non-drug and non-alcohol causes"	"O"	17801	2248850	791.6
	"2003"	"2003"	"New Hampshire"	"33"	"Drug-induced causes"	"D"	295	1279840	23.0
	"2003"	"2003"	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	191	1279840	14.9
	"2003"	"2003"	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	9684	1279840	756.7
	"2003"	"2003"	"New Jersey"	"34"	"Drug-induced causes"	"D"	1219	8601402	14.2
	"2003"	"2003"	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	859	8601402	10.0
	"2003"	"2003"	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	73572	8601402	855.3
	"2003"	"2003"	"New Mexico"	"35"	"Drug-induced causes"	"D"	647	1877574	34.5
	"2003"	"2003"	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	599	1877574	31.9
	"2003"	"2003"	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	14704	1877574	783.1
	"2003"	"2003"	"New York"	"36"	"Drug-induced causes"	"D"	14525	19175939	75.7
	"2003"	"2003"	"New York"	"36"	"Alcohol-induced causes"	"A"	2049	19175939	10.7
	"2003"	"2003"	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	155577	19175939	811.3
	"2003"	"2003"	"North Carolina"	"37"	"Drug-induced causes"	"D"	2700	8422501	32.1
	"2003"	"2003"	"North Carolina"	"37"	"Alcohol-induced causes"	"A"	1555	8422501	18.5
	"2003"	"2003"	"North Carolina"	"37"	"All other non-drug and non-alcohol causes"	"O"	73321	8422501	870.5
	"2003"	"2003"	"North Dakota"	"38"	"Drug-induced causes"	"D"	1014	638817	158.7
	"2003"	"2003"	"North Dakota"	"38"	"Alcohol-induced causes"	"A"	135	638817	21.1
	"2003"	"2003"	"North Dakota"	"38"	"All other non-drug and non-alcohol causes"	"O"	6080	638817	951.8
	"2003"	"2003"	"Ohio"	"39"	"Drug-induced causes"	"D"	2132	11434788	18.6
	"2003"	"2003"	"Ohio"	"39"	"Alcohol-induced causes"	"A"	1313	11434788	11.5
	"2003"	"2003"	"Ohio"	"39"	"All other non-drug and non-alcohol causes"	"O"	109004	11434788	953.3
	"2003"	"2003"	"Oklahoma"	"40"	"Drug-induced causes"	"D"	816	3504892	23.3
	"2003"	"2003"	"Oklahoma"	"40"	"Alcohol-induced causes"	"A"	491	3504892	14.0
	"2003"	"2003"	"Oklahoma"	"40"	"All other non-drug and non-alcohol causes"	"O"	35675	3504892	1017.9
	"2003"	"2003"	"Oregon"	"41"	"Drug-induced causes"	"D"	7138	3547376	201.2
	"2003"	"2003"	"Oregon"	"41"	"Alcohol-induced causes"	"A"	878	3547376	24.8
	"2003"	"2003"	"Oregon"	"41"	"All other non-drug and non-alcohol causes"	"O"	30804	3547376	868.4
	"2003"	"2003"	"Pennsylvania"	"42"	"Drug-induced causes"	"D"	2265	12374658	18.3
	"2003"	"2003"	"Pennsylvania"	"42"	"Alcohol-induced causes"	"A"	1085	12374658	8.8
	"2003"	"2003"	"Pennsylvania"	"42"	"All other non-drug and non-alcohol causes"	"O"	129677	12374658	1047.9
	"2003"	"2003"	"Rhode Island"	"44"	"Drug-induced causes"	"D"	274	1071342	25.6
	"2003"	"2003"	"Rhode Island"	"44"	"Alcohol-induced causes"	"A"	189	1071342	17.6
	"2003"	"2003"	"Rhode Island"	"44"	"All other non-drug and non-alcohol causes"	"O"	10035	1071342	936.7
	"2003"	"2003"	"South Carolina"	"45"	"Drug-induced causes"	"D"	706	4150297	17.0
	"2003"	"2003"	"South Carolina"	"45"	"Alcohol-induced causes"	"A"	674	4150297	16.2
	"2003"	"2003"	"South Carolina"	"45"	"All other non-drug and non-alcohol causes"	"O"	38071	4150297	917.3
	"2003"	"2003"	"South Dakota"	"46"	"Drug-induced causes"	"D"	104	763729	13.6
	"2003"	"2003"	"South Dakota"	"46"	"Alcohol-induced causes"	"A"	130	763729	17.0
	"2003"	"2003"	"South Dakota"	"46"	"All other non-drug and non-alcohol causes"	"O"	7124	763729	932.8
	"2003"	"2003"	"Tennessee"	"47"	"Drug-induced causes"	"D"	1266	5847812	21.6
	"2003"	"2003"	"Tennessee"	"47"	"Alcohol-induced causes"	"A"	812	5847812	13.9
	"2003"	"2003"	"Tennessee"	"47"	"All other non-drug and non-alcohol causes"	"O"	57228	5847812	978.6
	"2003"	"2003"	"Texas"	"48"	"Drug-induced causes"	"D"	23509	22030931	106.7
	"2003"	"2003"	"Texas"	"48"	"Alcohol-induced causes"	"A"	2336	22030931	10.6
	"2003"	"2003"	"Texas"	"48"	"All other non-drug and non-alcohol causes"	"O"	154630	22030931	701.9
	"2003"	"2003"	"Utah"	"49"	"Drug-induced causes"	"D"	656	2360137	27.8
	"2003"	"2003"	"Utah"	"49"	"Alcohol-induced causes"	"A"	235	2360137	10.0
	"2003"	"2003"	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	13366	2360137	566.3
	"2003"	"2003"	"Vermont"	"50"	"Drug-induced causes"	"D"	1001	617858	162.0
	"2003"	"2003"	"Vermont"	"50"	"Alcohol-induced causes"	"A"	133	617858	21.5
	"2003"	"2003"	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	5107	617858	826.6
	"2003"	"2003"	"Virginia"	"51"	"Drug-induced causes"	"D"	1076	7366977	14.6
	"2003"	"2003"	"Virginia"	"51"	"Alcohol-induced causes"	"A"	790	7366977	10.7
	"2003"	"2003"	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	58210	7366977	790.1
	"2003"	"2003"	"Washington"	"53"	"Drug-induced causes"	"D"	1733	6104115	28.4
	"2003"	"2003"	"Washington"	"53"	"Alcohol-induced causes"	"A"	1197	6104115	19.6
	"2003"	"2003"	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	45834	6104115	750.9
	"2003"	"2003"	"West Virginia"	"54"	"Drug-induced causes"	"D"	585	1812295	32.3
	"2003"	"2003"	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	354	1812295	19.5
	"2003"	"2003"	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	21291	1812295	1174.8
	"2003"	"2003"	"Wisconsin"	"55"	"Drug-induced causes"	"D"	7295	5479203	133.1
	"2003"	"2003"	"Wisconsin"	"55"	"Alcohol-induced causes"	"A"	898	5479203	16.4
	"2003"	"2003"	"Wisconsin"	"55"	"All other non-drug and non-alcohol causes"	"O"	46095	5479203	841.3
	"2003"	"2003"	"Wyoming"	"56"	"Drug-induced causes"	"D"	162	503453	32.2
	"2003"	"2003"	"Wyoming"	"56"	"Alcohol-induced causes"	"A"	116	503453	23.0
	"2003"	"2003"	"Wyoming"	"56"	"All other non-drug and non-alcohol causes"	"O"	4160	503453	826.3
	"2004"	"2004"	"Alabama"	"01"	"Drug-induced causes"	"D"	644	4530729	14.2
	"2004"	"2004"	"Alabama"	"01"	"Alcohol-induced causes"	"A"	433	4530729	9.6
	"2004"	"2004"	"Alabama"	"01"	"All other non-drug and non-alcohol causes"	"O"	46069	4530729	1016.8
	"2004"	"2004"	"Alaska"	"02"	"Drug-induced causes"	"D"	156	659286	23.7
	"2004"	"2004"	"Alaska"	"02"	"Alcohol-induced causes"	"A"	172	659286	26.1
	"2004"	"2004"	"Alaska"	"02"	"All other non-drug and non-alcohol causes"	"O"	3006	659286	455.9
	"2004"	"2004"	"Arizona"	"04"	"Drug-induced causes"	"D"	1195	5652404	21.1
	"2004"	"2004"	"Arizona"	"04"	"Alcohol-induced causes"	"A"	968	5652404	17.1
	"2004"	"2004"	"Arizona"	"04"	"All other non-drug and non-alcohol causes"	"O"	42968	5652404	760.2
	"2004"	"2004"	"Arkansas"	"05"	"Drug-induced causes"	"D"	582	2749686	21.2
	"2004"	"2004"	"Arkansas"	"05"	"Alcohol-induced causes"	"A"	284	2749686	10.3
	"2004"	"2004"	"Arkansas"	"05"	"All other non-drug and non-alcohol causes"	"O"	27508	2749686	1000.4
	"2004"	"2004"	"California"	"06"	"Drug-induced causes"	"D"	7238	35574576	20.3
	"2004"	"2004"	"California"	"06"	"Alcohol-induced causes"	"A"	6645	35574576	18.7
	"2004"	"2004"	"California"	"06"	"All other non-drug and non-alcohol causes"	"O"	231862	35574576	651.8
	"2004"	"2004"	"Colorado"	"08"	"Drug-induced causes"	"D"	1645	4575013	36.0
	"2004"	"2004"	"Colorado"	"08"	"Alcohol-induced causes"	"A"	1057	4575013	23.1
	"2004"	"2004"	"Colorado"	"08"	"All other non-drug and non-alcohol causes"	"O"	28161	4575013	615.5
	"2004"	"2004"	"Connecticut"	"09"	"Drug-induced causes"	"D"	1961	3496094	56.1
	"2004"	"2004"	"Connecticut"	"09"	"Alcohol-induced causes"	"A"	397	3496094	11.4
	"2004"	"2004"	"Connecticut"	"09"	"All other non-drug and non-alcohol causes"	"O"	29279	3496094	837.5
	"2004"	"2004"	"Delaware"	"10"	"Drug-induced causes"	"D"	195	830803	23.5
	"2004"	"2004"	"Delaware"	"10"	"Alcohol-induced causes"	"A"	150	830803	18.1
	"2004"	"2004"	"Delaware"	"10"	"All other non-drug and non-alcohol causes"	"O"	7126	830803	857.7
	"2004"	"2004"	"District of Columbia"	"11"	"Drug-induced causes"	"D"	230	567754	40.5
	"2004"	"2004"	"District of Columbia"	"11"	"Alcohol-induced causes"	"A"	179	567754	31.5
	"2004"	"2004"	"District of Columbia"	"11"	"All other non-drug and non-alcohol causes"	"O"	5403	567754	951.6
	"2004"	"2004"	"Florida"	"12"	"Drug-induced causes"	"D"	3940	17415318	22.6
	"2004"	"2004"	"Florida"	"12"	"Alcohol-induced causes"	"A"	2512	17415318	14.4
	"2004"	"2004"	"Florida"	"12"	"All other non-drug and non-alcohol causes"	"O"	168461	17415318	967.3
	"2004"	"2004"	"Georgia"	"13"	"Drug-induced causes"	"D"	1258	8769252	14.3
	"2004"	"2004"	"Georgia"	"13"	"Alcohol-induced causes"	"A"	1014	8769252	11.6
	"2004"	"2004"	"Georgia"	"13"	"All other non-drug and non-alcohol causes"	"O"	65683	8769252	749.0
	"2004"	"2004"	"Hawaii"	"15"	"Drug-induced causes"	"D"	210	1273569	16.5
	"2004"	"2004"	"Hawaii"	"15"	"Alcohol-induced causes"	"A"	144	1273569	11.3
	"2004"	"2004"	"Hawaii"	"15"	"All other non-drug and non-alcohol causes"	"O"	9020	1273569	708.2
	"2004"	"2004"	"Idaho"	"16"	"Drug-induced causes"	"D"	1866	1391802	134.1
	"2004"	"2004"	"Idaho"	"16"	"Alcohol-induced causes"	"A"	209	1391802	15.0
	"2004"	"2004"	"Idaho"	"16"	"All other non-drug and non-alcohol causes"	"O"	10012	1391802	719.4
	"2004"	"2004"	"Illinois"	"17"	"Drug-induced causes"	"D"	1887	12589773	15.0
	"2004"	"2004"	"Illinois"	"17"	"Alcohol-induced causes"	"A"	1285	12589773	10.2
	"2004"	"2004"	"Illinois"	"17"	"All other non-drug and non-alcohol causes"	"O"	102509	12589773	814.2
	"2004"	"2004"	"Indiana"	"18"	"Drug-induced causes"	"D"	1129	6233007	18.1
	"2004"	"2004"	"Indiana"	"18"	"Alcohol-induced causes"	"A"	656	6233007	10.5
	"2004"	"2004"	"Indiana"	"18"	"All other non-drug and non-alcohol causes"	"O"	54135	6233007	868.5
	"2004"	"2004"	"Iowa"	"19"	"Drug-induced causes"	"D"	559	2953635	18.9
	"2004"	"2004"	"Iowa"	"19"	"Alcohol-induced causes"	"A"	352	2953635	11.9
	"2004"	"2004"	"Iowa"	"19"	"All other non-drug and non-alcohol causes"	"O"	26861	2953635	909.4
	"2004"	"2004"	"Kansas"	"20"	"Drug-induced causes"	"D"	524	2734373	19.2
	"2004"	"2004"	"Kansas"	"20"	"Alcohol-induced causes"	"A"	380	2734373	13.9
	"2004"	"2004"	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	23791	2734373	870.1
	"2004"	"2004"	"Kentucky"	"21"	"Drug-induced causes"	"D"	957	4146101	23.1
	"2004"	"2004"	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	520	4146101	12.5
	"2004"	"2004"	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	38596	4146101	930.9
	"2004"	"2004"	"Louisiana"	"22"	"Drug-induced causes"	"D"	2749	4552238	60.4
	"2004"	"2004"	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	524	4552238	11.5
	"2004"	"2004"	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	42158	4552238	926.1
	"2004"	"2004"	"Maine"	"23"	"Drug-induced causes"	"D"	330	1313688	25.1
	"2004"	"2004"	"Maine"	"23"	"Alcohol-induced causes"	"A"	207	1313688	15.8
	"2004"	"2004"	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	12415	1313688	945.0
	"2004"	"2004"	"Maryland"	"24"	"Drug-induced causes"	"D"	5753	5546935	103.7
	"2004"	"2004"	"Maryland"	"24"	"Alcohol-induced causes"	"A"	662	5546935	11.9
	"2004"	"2004"	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	43122	5546935	777.4
	"2004"	"2004"	"Massachusetts"	"25"	"Drug-induced causes"	"D"	988	6412281	15.4
	"2004"	"2004"	"Massachusetts"	"25"	"Alcohol-induced causes"	"A"	707	6412281	11.0
	"2004"	"2004"	"Massachusetts"	"25"	"All other non-drug and non-alcohol causes"	"O"	54377	6412281	848.0
	"2004"	"2004"	"Michigan"	"26"	"Drug-induced causes"	"D"	12435	10055315	123.7
	"2004"	"2004"	"Michigan"	"26"	"Alcohol-induced causes"	"A"	1346	10055315	13.4
	"2004"	"2004"	"Michigan"	"26"	"All other non-drug and non-alcohol causes"	"O"	84779	10055315	843.1
	"2004"	"2004"	"Minnesota"	"27"	"Drug-induced causes"	"D"	958	5087713	18.8
	"2004"	"2004"	"Minnesota"	"27"	"Alcohol-induced causes"	"A"	915	5087713	18.0
	"2004"	"2004"	"Minnesota"	"27"	"All other non-drug and non-alcohol causes"	"O"	36966	5087713	726.6
	"2004"	"2004"	"Mississippi"	"28"	"Drug-induced causes"	"D"	411	2889010	14.2
	"2004"	"2004"	"Mississippi"	"28"	"Alcohol-induced causes"	"A"	385	2889010	13.3
	"2004"	"2004"	"Mississippi"	"28"	"All other non-drug and non-alcohol causes"	"O"	27843	2889010	963.8
	"2004"	"2004"	"Missouri"	"29"	"Drug-induced causes"	"D"	1038	5747741	18.1
	"2004"	"2004"	"Missouri"	"29"	"Alcohol-induced causes"	"A"	811	5747741	14.1
	"2004"	"2004"	"Missouri"	"29"	"All other non-drug and non-alcohol causes"	"O"	53821	5747741	936.4
	"2004"	"2004"	"Montana"	"30"	"Drug-induced causes"	"D"	1779	930009	191.3
	"2004"	"2004"	"Montana"	"30"	"Alcohol-induced causes"	"A"	273	930009	29.4
	"2004"	"2004"	"Montana"	"30"	"All other non-drug and non-alcohol causes"	"O"	8069	930009	867.6
	"2004"	"2004"	"Nebraska"	"31"	"Drug-induced causes"	"D"	2083	1749370	119.1
	"2004"	"2004"	"Nebraska"	"31"	"Alcohol-induced causes"	"A"	174	1749370	9.9
	"2004"	"2004"	"Nebraska"	"31"	"All other non-drug and non-alcohol causes"	"O"	14634	1749370	836.5
	"2004"	"2004"	"Nevada"	"32"	"Drug-induced causes"	"D"	634	2346222	27.0
	"2004"	"2004"	"Nevada"	"32"	"Alcohol-induced causes"	"A"	442	2346222	18.8
	"2004"	"2004"	"Nevada"	"32"	"All other non-drug and non-alcohol causes"	"O"	17854	2346222	761.0
	"2004"	"2004"	"New Hampshire"	"33"	"Drug-induced causes"	"D"	1453	1290121	112.6
	"2004"	"2004"	"New Hampshire"	"33"	"Alcohol-induced causes"	"A"	181	1290121	14.0
	"2004"	"2004"	"New Hampshire"	"33"	"All other non-drug and non-alcohol causes"	"O"	10081	1290121	781.4
	"2004"	"2004"	"New Jersey"	"34"	"Drug-induced causes"	"D"	8756	8634561	101.4
	"2004"	"2004"	"New Jersey"	"34"	"Alcohol-induced causes"	"A"	845	8634561	9.8
	"2004"	"2004"	"New Jersey"	"34"	"All other non-drug and non-alcohol causes"	"O"	71216	8634561	824.8
	"2004"	"2004"	"New Mexico"	"35"	"Drug-induced causes"	"D"	565	1903808	29.7
	"2004"	"2004"	"New Mexico"	"35"	"Alcohol-induced causes"	"A"	563	1903808	29.6
	"2004"	"2004"	"New Mexico"	"35"	"All other non-drug and non-alcohol causes"	"O"	14188	1903808	745.2
	"2004"	"2004"	"New York"	"36"	"Drug-induced causes"	"D"	15831	19171567	82.6
	"2004"	"2004"	"New York"	"36"	"Alcohol-induced causes"	"A"	1988	19171567	10.4
	"2004"	"2004"	"New York"	"36"	"All other non-drug and non-alcohol causes"	"O"	152397	19171567	794.9
	"2004"	"2004"	"North Carolina"	"37"	"Drug-induced causes"	"D"	2823	8553152	33.0
	"2004"	"2004"	"North Carolina"	"37"	"Alcohol-induced causes"	"A"	1589	8553152	18.6
	"2004"	"2004"	"North Carolina"	"37"	"All other non-drug and non-alcohol causes"	"O"	72203	8553152	844.2
	"2004"	"2004"	"North Dakota"	"38"	"Drug-induced causes"	"D"	958	644705	148.6
	"2004"	"2004"	"North Dakota"	"38"	"Alcohol-induced causes"	"A"	122	644705	18.9
	"2004"	"2004"	"North Dakota"	"38"	"All other non-drug and non-alcohol causes"	"O"	5596	644705	868.0
	"2004"	"2004"	"Ohio"	"39"	"Drug-induced causes"	"D"	2764	11452251	24.1
	"2004"	"2004"	"Ohio"	"39"	"Alcohol-induced causes"	"A"	1456	11452251	12.7
	"2004"	"2004"	"Ohio"	"39"	"All other non-drug and non-alcohol causes"	"O"	106151	11452251	926.9
	"2004"	"2004"	"Oklahoma"	"40"	"Drug-induced causes"	"D"	4873	3525233	138.2
	"2004"	"2004"	"Oklahoma"	"40"	"Alcohol-induced causes"	"A"	591	3525233	16.8
	"2004"	"2004"	"Oklahoma"	"40"	"All other non-drug and non-alcohol causes"	"O"	34412	3525233	976.2
	"2004"	"2004"	"Oregon"	"41"	"Drug-induced causes"	"D"	6976	3569463	195.4
	"2004"	"2004"	"Oregon"	"41"	"Alcohol-induced causes"	"A"	921	3569463	25.8
	"2004"	"2004"	"Oregon"	"41"	"All other non-drug and non-alcohol causes"	"O"	30165	3569463	845.1
	"2004"	"2004"	"Pennsylvania"	"42"	"Drug-induced causes"	"D"	2466	12410722	19.9
	"2004"	"2004"	"Pennsylvania"	"42"	"Alcohol-induced causes"	"A"	1057	12410722	8.5
	"2004"	"2004"	"Pennsylvania"	"42"	"All other non-drug and non-alcohol causes"	"O"	127550	12410722	1027.7
	"2004"	"2004"	"Rhode Island"	"44"	"Drug-induced causes"	"D"	226	1074579	21.0
	"2004"	"2004"	"Rhode Island"	"44"	"Alcohol-induced causes"	"A"	203	1074579	18.9
	"2004"	"2004"	"Rhode Island"	"44"	"All other non-drug and non-alcohol causes"	"O"	9758	1074579	908.1
	"2004"	"2004"	"South Carolina"	"45"	"Drug-induced causes"	"D"	774	4210921	18.4
	"2004"	"2004"	"South Carolina"	"45"	"Alcohol-induced causes"	"A"	727	4210921	17.3
	"2004"	"2004"	"South Carolina"	"45"	"All other non-drug and non-alcohol causes"	"O"	37193	4210921	883.3
	"2004"	"2004"	"South Dakota"	"46"	"Drug-induced causes"	"D"	1062	770396	137.9
	"2004"	"2004"	"South Dakota"	"46"	"Alcohol-induced causes"	"A"	187	770396	24.3
	"2004"	"2004"	"South Dakota"	"46"	"All other non-drug and non-alcohol causes"	"O"	6820	770396	885.3
	"2004"	"2004"	"Tennessee"	"47"	"Drug-induced causes"	"D"	1444	5910809	24.4
	"2004"	"2004"	"Tennessee"	"47"	"Alcohol-induced causes"	"A"	879	5910809	14.9
	"2004"	"2004"	"Tennessee"	"47"	"All other non-drug and non-alcohol causes"	"O"	55705	5910809	942.4
	"2004"	"2004"	"Texas"	"48"	"Drug-induced causes"	"D"	23053	22394023	102.9
	"2004"	"2004"	"Texas"	"48"	"Alcohol-induced causes"	"A"	2314	22394023	10.3
	"2004"	"2004"	"Texas"	"48"	"All other non-drug and non-alcohol causes"	"O"	152577	22394023	681.3
	"2004"	"2004"	"Utah"	"49"	"Drug-induced causes"	"D"	1815	2401580	75.6
	"2004"	"2004"	"Utah"	"49"	"Alcohol-induced causes"	"A"	249	2401580	10.4
	"2004"	"2004"	"Utah"	"49"	"All other non-drug and non-alcohol causes"	"O"	13265	2401580	552.3
	"2004"	"2004"	"Vermont"	"50"	"Drug-induced causes"	"D"	1078	619920	173.9
	"2004"	"2004"	"Vermont"	"50"	"Alcohol-induced causes"	"A"	128	619920	20.6
	"2004"	"2004"	"Vermont"	"50"	"All other non-drug and non-alcohol causes"	"O"	4988	619920	804.6
	"2004"	"2004"	"Virginia"	"51"	"Drug-induced causes"	"D"	1072	7475575	14.3
	"2004"	"2004"	"Virginia"	"51"	"Alcohol-induced causes"	"A"	666	7475575	8.9
	"2004"	"2004"	"Virginia"	"51"	"All other non-drug and non-alcohol causes"	"O"	56475	7475575	755.5
	"2004"	"2004"	"Washington"	"53"	"Drug-induced causes"	"D"	8281	6178645	134.0
	"2004"	"2004"	"Washington"	"53"	"Alcohol-induced causes"	"A"	1250	6178645	20.2
	"2004"	"2004"	"Washington"	"53"	"All other non-drug and non-alcohol causes"	"O"	44688	6178645	723.3
	"2004"	"2004"	"West Virginia"	"54"	"Drug-induced causes"	"D"	643	1816438	35.4
	"2004"	"2004"	"West Virginia"	"54"	"Alcohol-induced causes"	"A"	362	1816438	19.9
	"2004"	"2004"	"West Virginia"	"54"	"All other non-drug and non-alcohol causes"	"O"	20769	1816438	1143.4
	"2004"	"2004"	"Wisconsin"	"55"	"Drug-induced causes"	"D"	7689	5514026	139.4
	"2004"	"2004"	"Wisconsin"	"55"	"Alcohol-induced causes"	"A"	912	5514026	16.5
	"2004"	"2004"	"Wisconsin"	"55"	"All other non-drug and non-alcohol causes"	"O"	45502	5514026	825.2
	"2004"	"2004"	"Wyoming"	"56"	"Drug-induced causes"	"D"	813	509106	159.7
	"2004"	"2004"	"Wyoming"	"56"	"Alcohol-induced causes"	"A"	142	509106	27.9
	"2004"	"2004"	"Wyoming"	"56"	"All other non-drug and non-alcohol causes"	"O"	3938	509106	773.5
	"2005"	"2005"	"Alabama"	"01"	"Drug-induced causes"	"D"	677	4569805	14.8
	"2005"	"2005"	"Alabama"	"01"	"Alcohol-induced causes"	"A"	434	4569805	9.5
	"2005"	"2005"	"Alabama"	"01"	"All other non-drug and non-alcohol causes"	"O"	47025	4569805	1029.0
	"2005"	"2005"	"Alaska"	"02"	"Drug-induced causes"	"D"	160	666946	24.0
	"2005"	"2005"	"Alaska"	"02"	"Alcohol-induced causes"	"A"	166	666946	24.9
	"2005"	"2005"	"Alaska"	"02"	"All other non-drug and non-alcohol causes"	"O"	3098	666946	464.5
	"2005"	"2005"	"Arizona"	"04"	"Drug-induced causes"	"D"	1349	5839077	23.1
	"2005"	"2005"	"Arizona"	"04"	"Alcohol-induced causes"	"A"	1070	5839077	18.3
	"2005"	"2005"	"Arizona"	"04"	"All other non-drug and non-alcohol causes"	"O"	45565	5839077	780.3
	"2005"	"2005"	"Arkansas"	"05"	"Drug-induced causes"	"D"	638	2781097	22.9
	"2005"	"2005"	"Arkansas"	"05"	"Alcohol-induced causes"	"A"	311	2781097	11.2
	"2005"	"2005"	"Arkansas"	"05"	"All other non-drug and non-alcohol causes"	"O"	28037	2781097	1008.1
	"2005"	"2005"	"California"	"06"	"Drug-induced causes"	"D"	7443	35827943	20.8
	"2005"	"2005"	"California"	"06"	"Alcohol-induced causes"	"A"	6870	35827943	19.2
